"3","S","190290070","30","ìÒóﬁä¥êıè«ä≥é“ì¸â@êfó√â¡éZÅiÉäÉnÉrÉäÅEêfó√ïÒèVè„ó’éûìIéÊàµÅj","20","∆Ÿ≤∂›æ›ºÆ≥∂›ºﬁ¨∆≠≥≤›","0","0","","3","250.00","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","903","0","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","A","20221001","99999999","06440110","1","02","210","00","02","1","02","210","00","02","00","00","0","00","00","0","00","00","0","00","00","0","0","ìÒóﬁä¥êıè«ä≥é“ì¸â@êfó√â¡éZÅiÇPì˙Ç…Ç¬Ç´ÅjÅiÉäÉnÉrÉäÅEêVå^ÉRÉçÉiÉEÉCÉãÉXä¥êıè«ÅEêfó√ïÒèVè„ÇÃó’éûìIÇ»éÊàµÇ¢Åj","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3","S","190290150","24","ã~ã}à„ó√ä«óùâ¡éZÇPÅiêfó√ïÒèVè„ó’éûìIéÊàµÅEì]â@Åj","17","∑≠≥∑≠≥≤ÿÆ≥∂›ÿ∂ª›1","0","0","","3","1900.00","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","99999999","0","0.00","0","30","0","9073","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","903","0","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","A","20221001","99999999","09285110","1","02","205","00","01","1","02","205","00","00","00","06","190100170","06","15","190145370","00","00","0","00","00","0","0","ã~ã}à„ó√ä«óùâ¡éZÇPÅiÇPì˙Ç…Ç¬Ç´ÅjÅiêVå^ÉRÉçÉiÉEÉCÉãÉXä¥êıè«ÅEêfó√ïÒèVè„ÇÃó’éûìIÇ»éÊàµÇ¢ÅEì]â@Åj","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","140028610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150423450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150425670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150437010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","180055510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","","","","","","","","","","","","","","","","","16","180067870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","180056030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","","","","","","","","","","","","","","","","","16","180067870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","180058530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20221001","","","","","","","","","","","","","","","","","","","","","","","16","180067870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","180066870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","20221001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
