"5","C","8","20","100626","24","該当する状態（包括的支援加算）：１－１　要介護３","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100627","24","該当する状態（包括的支援加算）：１－２　要介護４","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100628","24","該当する状態（包括的支援加算）：１－３　要介護５","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100629","29","該当する状態（包括的支援加算）：１－４　障害支援区分２以上","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100631","25","該当する状態（包括的支援加算）：２－１　ランク３ａ","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100632","25","該当する状態（包括的支援加算）：２－２　ランク３ｂ","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100633","24","該当する状態（包括的支援加算）：２－３　ランク４","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100634","24","該当する状態（包括的支援加算）：２－４　ランクＭ","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100638","51","該当する状態（包括的支援加算）：７－１　脳性麻痺等、小児慢性特定疾病、障害児に該当する１５歳未満の患者","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100639","45","該当する状態（包括的支援加算）：７－２　出生時体重が１，５００ｇ未満であった１歳未満の患者","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100640","61","該当する状態（包括的支援加算）：７－３　「超重症児（者）・準超重症児（者）の判定基準」による判定スコアが１０以上である患者","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","20","100641","59","該当する状態（包括的支援加算）：７－４　家族等患者の看護に当たる者が注射又は喀痰吸引、経管栄養等の処置を行っている患者","","","","","","","","","","","","","","20240601","","","","","","","","",""
"3","C","8","20","101317","16","口腔機能の発達不全が疑われる場合","20","ｺｳｸｳｷﾉｳﾉﾊｯﾀﾂﾌｾﾞﾝｶﾞｳﾀ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","820101317","13540180","","","","","",""
"3","C","8","20","101318","30","該当する状態（包括的支援加算）：６　麻薬投薬を受けている状態","13","ｶﾞｲﾄｳｽﾙｼﾞｮｳﾀｲ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","820101318","13540190","","","","","",""
"5","C","8","30","100911","31","糖尿病用剤を処方した保険医療機関名（調剤後薬剤管理指導料１）；","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","30","100912","32","循環器用薬等を処方した保険医療機関名（調剤後薬剤管理指導料２）；","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","30","600173","39","４週間未満又は行っていない場合はその理由（ミチーガ皮下注用６０ｍｇシリンジ）；","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","30","600175","39","２週間未満又は行っていない場合はその理由（ミチーガ皮下注用６０ｍｇシリンジ）；","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600030","35","そう痒ＶＡＳの値（投与開始２日前）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600031","35","そう痒ＶＡＳの値（投与開始１日前）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600032","33","そう痒ＶＡＳの値（投与開始日）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600033","35","そう痒ＮＲＳの値（投与開始２日前）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600034","35","そう痒ＮＲＳの値（投与開始１日前）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600035","33","そう痒ＮＲＳの値（投与開始日）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600036","33","かゆみスコア（投与開始２日前）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600037","33","かゆみスコア（投与開始１日前）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600038","31","かゆみスコア（投与開始日）（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","42","600039","25","ＥＡＳＩスコア（ミチーガ皮下注用６０ｍｇシリンジ）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","50","190255","24","情報提供を行った年月日（調剤後薬剤管理指導料１）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","50","190256","24","情報提供を行った年月日（調剤後薬剤管理指導料２）","","","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","50","190275","15","歯科矯正相談料１前回算定年月日","20","ｼｶｷｮｳｾｲｿｳﾀﾞﾝﾘｮｳ1ｾﾞﾝｶ","","","","","","","","","","","","20240601","","","","","","","","",""
"5","C","8","50","190276","15","歯科矯正相談料２前回算定年月日","20","ｼｶｷｮｳｾｲｿｳﾀﾞﾝﾘｮｳ2ｾﾞﾝｶ","","","","","","","","","","","","20240601","","","","","","","","",""
"1","C","8","50","600196","32","スチムリマブ（遺伝子組換え）投与を行った年月日（メナクトラ筋注）","20","ｽﾁﾑﾘﾏﾌﾞﾄｳﾖｦｵｺﾅｯﾀﾈﾝｶﾞ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","850600196","66750000","","","","","",""
"1","C","8","50","600197","34","スチムリマブ（遺伝子組換え）投与を行う予定の年月日（メナクトラ筋注）","20","ｽﾁﾑﾘﾏﾌﾞﾄｳﾖｦｵｺﾅｳﾖﾃｲﾉﾈ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","850600197","66760000","","","","","",""
"1","C","8","50","600198","26","ペグセタコプラン投与を行った年月日（メナクトラ筋注）","20","ﾍﾟｸﾞｾﾀｺﾌﾟﾗﾝﾄｳﾖｦｵｺﾅｯﾀ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","850600198","66770000","","","","","",""
"1","C","8","50","600199","28","ペグセタコプラン投与を行う予定の年月日（メナクトラ筋注）","20","ﾍﾟｸﾞｾﾀｺﾌﾟﾗﾝﾄｳﾖｦｵｺﾅｳﾖ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","850600199","66780000","","","","","",""
"1","C","8","50","600200","29","ジルコプランナトリウム投与を行った年月日（メナクトラ筋注）","20","ｼﾞﾙｺﾌﾟﾗﾝﾅﾄﾘｳﾑﾄｳﾖｦｵｺﾅ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","850600200","66790000","","","","","",""
"1","C","8","50","600201","31","ジルコプランナトリウム投与を行う予定の年月日（メナクトラ筋注）","20","ｼﾞﾙｺﾌﾟﾗﾝﾅﾄﾘｳﾑﾄｳﾖｦｵｺﾅ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","850600201","66800000","","","","","",""
