"3","S","190290210","20","地域一般入院料１（診療報酬上臨時的取扱）","17","ﾁｲｷｲｯﾊﾟﾝﾆｭｳｲﾝﾘｮｳ1","0","0","","3","1159.00","1","0","0","0","0","1","1","0","0","0","0","0","0","0","3","3","0","0","0","99999999","0","0.00","0","0","0","9017","0","0","00","00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","903","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","","20220401","99999999","01810010","1","02","100","00","02","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","地域一般入院料１（新型コロナウイルス感染症・診療報酬上臨時的取扱）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3","S","190290310","20","地域一般入院料２（診療報酬上臨時的取扱）","17","ﾁｲｷｲｯﾊﾟﾝﾆｭｳｲﾝﾘｮｳ2","0","0","","3","1153.00","1","0","0","0","0","1","1","0","0","0","0","0","0","0","3","3","0","0","0","99999999","0","0.00","0","0","0","9017","0","0","00","00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","903","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","","20220401","99999999","01820020","1","02","100","00","02","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","地域一般入院料２（新型コロナウイルス感染症・診療報酬上臨時的取扱）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3","S","160235150","31","ヘリコバクター・ピロリ核酸及びクラリスロマイシン耐性遺伝子検出","20","ﾍﾘｺﾊﾞｸﾀｰﾋﾟﾛﾘｶｸｻﾝｵﾖﾋﾞ","0","0","","3","360.00","0","0","600","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","600","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","D","D","20221101","99999999","38530010","2","03","023","00","12","2","03","023","00","12","00","00","0","00","00","0","00","00","0","00","00","0","0","ヘリコバクター・ピロリ核酸及びクラリスロマイシン耐性遺伝子検出","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3","S","160235550","27","ＢＲＡＦ遺伝子検査（ＰＣＲ－ｒＳＳＯ法）（悪性黒色腫）","12","BRAFｲﾃﾞﾝｼｹﾝｻ","0","0","","3","5000.00","0","0","600","14","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","0","0","0","00","00","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","600","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","D","","20221101","99999999","27380010","2","03","004","02","01","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","悪性腫瘍組織検査（処理が複雑なもの）（悪性黒色腫におけるＢＲＡＦ遺伝子検査（ＰＣＲ－ｒＳＳＯ法））","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150354310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150424250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150425670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150427310","","緑内障手術（濾過胞再建術）（ｎｅｅｄｌｅ法）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150427610","","経鼻内視鏡下鼻副鼻腔悪性腫瘍手術（頭蓋底郭清等）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","経鼻内視鏡下鼻副鼻腔悪性腫瘍手術（頭蓋底郭清、再建を伴うもの）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","150430910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
