"5","Y","628785801","","","","","","","","","7090.00","","","","","","","","","","","","","7407.40","","","","","20250201","","","","","","","","","","","",""
"5","Y","629923701","","","","","","","","","272587.00","","","","","","","","","","","","","297259.00","","","","","20250201","","","","","","","","","","","",""
"5","Y","629923801","","","","","","","","","518246.00","","","","","","","","","","","","","565154.00","","","","","20250201","","","","","","","","","","","",""
"5","Y","670003595","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670004505","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670004603","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670004604","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670004605","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670005215","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670005216","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670005217","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670005219","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670005698","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670007663","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670008721","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670008900","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670009045","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670443045","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","670443046","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","672003001","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","672040901","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","672041001","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
"5","Y","673130165","","","","","","","","","","","","","","","","","","","","","","","","","","","20241120","","","","20250331","","","","","","","",""
