"5","R","101110010","","","","","","","","","3850.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3820.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101110040","","","","","","","","","1930.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1910.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101110050","","","","","","","","","1850.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1820.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101110060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120010","","","","","","","","","1420.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120040","","","","","","","","","710.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120050","","","","","","","","","1420.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120060","","","","","","","","","1420.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120070","","","","","","","","","1420.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101120080","","","","","","","","","710.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101130160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"5","R","101130190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","000","","","","","","","","","","","","","","","","","","",""
