"5","Y","621498801","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","0","","","","","","","",""
"5","Y","621946302","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622199401","","","","","","","","","117440.00","","","","","","","","","","","","","145935.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","622298801","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622306601","","","","","","","","","100.10","","","","","","","","","","","","","108.70","","","","","20250801","","","","","","","","","","","",""
"5","Y","622306701","","","","","","","","","149.70","","","","","","","","","","","","","162.60","","","","","20250801","","","","","","","","","","","",""
"5","Y","622335701","","","","","","","","","130.90","","","","","","","","","","","","","142.30","","","","","20250801","","","","","","","","","","","",""
"5","Y","622335801","","","","","","","","","194.00","","","","","","","","","","","","","210.70","","","","","20250801","","","","","","","","","","","",""
"5","Y","622336801","","","","","","","","","144.20","","","","","","","","","","","","","154.40","","","","","20250801","","","","","","","","","","","",""
"5","Y","622341901","","","","","","","","","149.30","","","","","","","","","","","","","163.30","","","","","20250801","","","","","","","","","","","",""
"5","Y","622342001","","","","","","","","","220.30","","","","","","","","","","","","","240.20","","","","","20250801","","","","","","","","","","","",""
"5","Y","622360601","","","","","","","","","139.30","","","","","","","","","","","","","149.90","","","","","20250801","","","","","","","","","","","",""
"5","Y","622401201","","","","","","","","","166.00","","","","","","","","","","","","","188.90","","","","","20250801","","","","","","","","","","","",""
"5","Y","622401301","","","","","","","","","283.40","","","","","","","","","","","","","322.60","","","","","20250801","","","","","","","","","","","",""
"5","Y","622861701","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622882901","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622883001","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622883101","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622883201","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622883301","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622884701","","","","","","","","","130.90","","","","","","","","","","","","","142.30","","","","","20250801","","","","","","","","","","","",""
"5","Y","622955301","","","","","","","","","139.30","","","","","","","","","","","","","152.60","","","","","20250801","","","","","","","","","","","",""
"5","Y","622967101","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"5","Y","622967201","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"3","Y","622989701","9","バルバーサ錠３ｍｇ","14","ﾊﾞﾙﾊﾞｰｻｼﾞｮｳ3MG","16","1","錠","1","31810.40","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250716","99999999","4291093F1026","0","0","バルバーサ錠３ｍｇ","20250716","","","0","0","0","0"
"3","Y","622989801","9","バルバーサ錠４ｍｇ","14","ﾊﾞﾙﾊﾞｰｻｼﾞｮｳ4MG","16","1","錠","1","41501.70","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250716","99999999","4291093F2022","0","0","バルバーサ錠４ｍｇ","20250716","","","0","0","0","0"
"3","Y","622989901","9","バルバーサ錠５ｍｇ","14","ﾊﾞﾙﾊﾞｰｻｼﾞｮｳ5MG","16","1","錠","1","51009.70","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250716","99999999","4291093F3029","0","0","バルバーサ錠５ｍｇ","20250716","","","0","0","0","0"
"5","Y","629904901","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"3","Y","629904902","28","ベバシズマブＢＳ点滴静注１００ｍｇ「アムジェン」　４ｍＬ","20","ﾍﾞﾊﾞｼｽﾞﾏﾌﾞBSﾃﾝﾃｷｼﾞｮｳ","19","1","瓶","1","6901.00","0","0","0","0","1","0","0","0","0","0","0","0","0.00","0","0","4","","20250716","99999999","4291450A1031","0","0","ベバシズマブＢＳ点滴静注１００ｍｇ「アムジェン」","20250716","","","0","0","0","0"
"5","Y","629905001","","","","","","","","","","","","","","","","","","","","","","","","","","","20250716","","","","20260331","","","","","","","",""
"3","Y","629905002","29","ベバシズマブＢＳ点滴静注４００ｍｇ「アムジェン」　１６ｍＬ","20","ﾍﾞﾊﾞｼｽﾞﾏﾌﾞBSﾃﾝﾃｷｼﾞｮｳ","19","1","瓶","1","26066.00","0","0","0","0","1","0","0","0","0","0","0","0","0.00","0","0","4","","20250716","99999999","4291450A2038","0","0","ベバシズマブＢＳ点滴静注４００ｍｇ「アムジェン」","20250716","","","0","0","0","0"
"5","Y","629906401","","","","","","","","","110484.00","","","","","","","","","","","","","137292.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629907201","","","","","","","","","105382.00","","","","","","","","","","","","","122822.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629918901","","","","","","","","","131892.00","","","","","","","","","","","","","163894.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629926301","","","","","","","","","133968.00","","","","","","","","","","","","","137724.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629926401","","","","","","","","","1551853.00","","","","","","","","","","","","","1595363.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629928401","","","","","","","","","146272.00","","","","","","","","","","","","","181763.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629932201","","","","","","","","","81434.00","","","","","","","","","","","","","83717.00","","","","","20250801","","","","","","","","","","","",""
"5","Y","629932301","","","","","","","","","2327790.00","","","","","","","","","","","","","2393055.00","","","","","20250801","","","","","","","","","","","",""
