"5","S","111000110","","","","","","","","","291.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111011810","","","","","","","","","146.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111012510","","","","","","","","","216.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111012610","","","","","","","","","108.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111012710","","","","","","","","","216.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111012810","","","","","","","","","108.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014210","","","","","","","","","253.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","251.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014310","","","","","","","","","188.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","186.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014410","","","","","","","","","188.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","186.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014510","","","","","","","","","127.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","125.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014610","","","","","","","","","94.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","93.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014710","","","","","","","","","94.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","93.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111014970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015470","","（選）病床数が２００以上の病院初診（１８８点減算）","","","","","","","188.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","186.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","016","","","","","","","","","","","","","","","","","","","（選定療養）病床数が２００以上の病院初診（１８８点減算）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015570","","（選）病床数が２００以上の病院初診（１４６点減算）","","","","","","","146.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","144.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","016","","","","","","","","","","","","","","","","","","","（選定療養）病床数が２００以上の病院初診（１４６点減算）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015670","","（選）病床数が２００以上の病院初診（１２７点減算）","","","","","","","127.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","125.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","016","","","","","","","","","","","","","","","","","","","（選定療養）病床数が２００以上の病院初診（１２７点減算）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015770","","（選）病床数が２００以上の病院初診（１０８点減算）","","","","","","","108.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","107.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","016","","","","","","","","","","","","","","","","","","","（選定療養）病床数が２００以上の病院初診（１０８点減算）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111015870","","（選）病床数が２００以上の病院初診（９４点減算）","","","","","","","94.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","93.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","016","","","","","","","","","","","","","","","","","","","（選定療養）病床数が２００以上の病院初診（９４点減算）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","111015970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","20240531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","111016070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","20240531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","S","111702970","13","発熱患者等対応加算（初診）","18","ﾊﾂﾈﾂｶﾝｼﾞｬﾄｳﾀｲｵｳｶｻﾝ","0","0","","3","20.00","0","0","110","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","5","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","110","0","7","7","0","0","3826","0","0","0","0","0","0","0","0","0","0","0","0","A","","20240601","99999999","","1","01","000","00","010","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","発熱患者等対応加算（初診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"3","S","111703070","15","抗菌薬適正使用体制加算（初診）","20","ｺｳｷﾝﾔｸﾃｷｾｲｼﾖｳﾀｲｾｲｶｻﾝ","0","0","","3","5.00","0","0","110","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","8","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","110","0","7","7","0","0","9999","0","0","0","0","0","0","0","0","0","0","0","0","A","","20240601","99999999","","1","01","000","00","013","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","抗菌薬適正使用体制加算（初診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"3","S","111703170","13","医療情報取得加算１（初診）","18","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ1","0","0","","3","3.00","0","0","110","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","9","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","110","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","","20240601","99999999","","1","01","000","00","014","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","医療情報取得加算１（初診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"3","S","111703270","13","医療情報取得加算２（初診）","18","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ2","0","0","","3","1.00","0","0","110","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","9","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","110","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","","20240601","99999999","","1","01","000","00","014","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","医療情報取得加算２（初診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"3","S","111703370","16","医療ＤＸ推進体制整備加算（初診）","20","ｲﾘｮｳDXｽｲｼﾝﾀｲｾｲｾｲﾋﾞｶｻ","0","0","","3","8.00","0","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","A","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","110","0","7","7","0","0","9999","0","0","0","0","0","0","0","0","0","0","0","0","A","","20240601","99999999","","1","01","000","00","015","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","医療ＤＸ推進体制整備加算（初診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","","","","","","","","","","","","","","","","","","",""
"5","S","112007410","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112007950","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112008350","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112008850","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112011310","","","","","","","","","76.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112011710","","","","","","","","","76.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","112015670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","20240531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112015810","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112015950","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","112016170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","20240531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016210","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016310","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016410","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016550","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016610","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016750","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016850","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112016950","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017010","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017150","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017270","","","","","","","","","21.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017310","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017450","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017570","","","","","","","","","31.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112017610","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112021770","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","25.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112021870","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","35.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112023350","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112023450","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112023550","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112023650","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112023750","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112023850","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112024210","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112024710","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112024950","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025010","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025150","","","","","","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","54.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025210","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","37.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025310","","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","27.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025450","","","","","","","","","75.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","73.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025510","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025650","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025710","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025850","","","","","","","","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112025910","","","","","","","","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","37.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
